Unnamed,XMEAS1,XMEAS2,XMEAS3,XMEAS4,XMEAS5,XMEAS6,XMEAS7,XMEAS8,XMEAS9,XMEAS10,XMEAS11,XMEAS12,XMEAS13,XMEAS14,XMEAS15,XMEAS16,XMEAS17,XMEAS18,XMEAS19,XMEAS20,XMEAS21,XMEAS22,XMEAS23,XMEAS24,XMEAS25,XMEAS26,XMEAS27,XMEAS28,XMEAS29,XMEAS30,XMEAS31,XMEAS32,XMEAS33,XMEAS34,XMEAS35,XMEAS36,XMEAS37,XMEAS38,XMEAS39,XMEAS40,XMEAS41,XMV1,XMV2,XMV3,XMV4,XMV5,XMV6,XMV7,XMV8,XMV9,XMV10,XMV11,XMV12
11,0.272660093,3661.700152,4417.368793,9.200299911,32.07919498,47.16994393,2803.840906,63.6760059,122.8952648,0.333162695,92.14530091,49.69447349,2707.698204,25.25061095,50.52086384,3335.682563,23.0023997,66.68254185,0.598679074,271.793505,102.5677857,92.60599715,31.98972729,15.52693945,18.71949064,6.06009037,16.46930963,4.041650253,31.9399794,22.3122814,13.58086899,1.048134076,16.12590983,5.350759189,6.640409087,3.269842735,-0.003388836,0.567189239,0.183215803,54.36795297,44.0705427,63.03530497,53.01954131,26.86015386,60.6271142,0,41.36786573,37.14524764,46.41689891,0,35.73558504,12.05725493,100
12,0.272379418,3661.592377,4455.813278,9.185217159,31.83790316,47.33396653,2802.984814,64.26796693,122.8901629,0.345561121,92.19344273,47.31441169,2707.247583,25.15861897,49.42465752,3334.766436,22.91508462,66.69023632,1.246273834,271.7693629,102.5948518,92.69968022,31.98785035,15.16125432,18.28893421,6.001385124,16.78943802,4.039052672,32.30381329,22.25114417,13.1148908,0.895737537,15.7108131,5.387289465,6.670372828,3.230038924,-0.003388836,0.567189239,0.183215803,54.36795297,44.0705427,62.93410173,53.17022555,26.83586989,60.63700901,0,42.38455242,37.1358433,46.37175359,0,35.76213665,13.87062829,100
13,0.266741712,3671.419606,4452.826054,9.273204604,31.76075839,47.19162481,2802.283736,64.36370167,122.8863357,0.352997893,92.11534349,49.2768077,2706.648109,25.10400054,48.56594536,3334.351548,22.96925691,66.69661405,-0.516503731,271.6348962,102.6087828,92.46689428,31.98957864,15.3972736,18.72256082,5.955890995,16.66171881,3.98084584,32.00595275,22.48023551,13.09794588,0.945910962,16.10457434,5.286466199,6.632102803,3.283151153,-0.003388836,0.567189239,0.183215803,54.36795297,44.0705427,62.87076574,53.22011183,26.29301282,60.75775081,0,43.27243731,37.12329226,46.37638536,0,35.5029142,12.33208782,100
14,0.268617003,3657.769628,4438.394032,9.258374125,32.03246621,46.94047159,2802.720775,64.80480113,122.9114377,0.358574425,92.17938881,50.0523663,2706.217029,25.1087972,47.52257332,3334.157289,22.92528453,66.69855629,-0.05440514,271.6306141,102.6127774,92.3626055,31.72936057,15.28529,18.8364949,5.954533438,16.54505404,4.01436396,32.06888112,22.40629877,12.62209121,0.90762066,16.51050878,5.337054733,6.62836094,3.274757403,0.011719639,0.573541085,0.188458205,53.78288399,44.69586914,62.87446536,53.20244075,26.50572143,60.6530153,0,44.06869962,37.11338951,46.34728617,0,35.62585856,8.614243238,100
15,0.273490291,3634.010262,4430.948331,9.181976931,32.48172177,47.62167717,2802.520586,64.95509561,122.9043179,0.365312835,92.29537486,47.79117372,2706.797054,25.18472142,50.02930737,3336.02062,22.93377246,66.73170039,-0.933103535,271.2375458,102.5961469,92.45415215,31.75459891,15.38404717,18.57732956,5.971621701,16.61159247,4.014016174,31.94358384,22.43674657,12.59049477,0.876503016,15.88244199,5.323422419,6.60082836,3.294612773,0.011719639,0.573541085,0.188458205,53.78288399,44.69586914,62.90948382,53.21366621,26.95921875,60.61723816,0,45.04008624,37.0455274,46.3671471,0,35.66241565,13.62516853,100
16,0.274462034,3645.791762,4467.182571,9.281620299,31.92603011,47.66041889,2802.373208,64.80270784,122.8990731,0.370928297,92.31869568,48.50762078,2706.696266,25.11336738,48.75216022,3335.063659,22.8740366,66.74455479,0.152590413,270.7732622,102.5607168,92.5171447,31.41770378,15.34963426,18.98579554,6.119002534,16.37275685,4.008587304,32.40546261,22.42205067,13.47769059,0.938458356,15.96396776,5.353125699,6.66852632,3.207358337,0.001733421,0.565960824,0.191276414,53.51683559,44.01557942,62.93455058,53.20009496,26.90007238,60.75088879,0,45.78770205,37.03061826,46.39852532,0,35.79471197,12.21460823,100
17,0.282029846,3652.641848,4397.325049,9.222972734,32.3807283,47.30951004,2800.807994,64.97634263,122.8966351,0.378025664,92.28393245,49.02601251,2705.689804,25.26679077,48.83396664,3333.55572,22.89746586,66.75264802,1.006767363,270.4871734,102.593102,92.3608549,31.98160898,15.3030722,18.68278998,5.914706646,16.31733884,3.990304725,32.03403475,22.4696458,12.89377117,1.025457567,16.11522593,5.27724164,6.750922448,3.238774402,0.001733421,0.565960824,0.191276414,53.51683559,44.01557942,62.95298845,53.131001,27.61935579,60.60537343,0,46.35288331,37.01668359,46.32959005,0,35.77043216,12.06090261,100
18,0.279277002,3669.523671,4424.403672,9.336662942,31.99987949,47.6752603,2800.925033,64.67286667,122.8798063,0.375604817,92.31802762,46.84630218,2704.868085,25.19699307,47.12900691,3332.772717,23.05644991,66.76149267,-0.273751193,270.5777245,102.5809633,92.46494268,31.93850989,15.4854328,18.56763319,5.942337379,16.60791903,3.934157916,32.1366999,22.55703779,13.1938291,0.81860068,16.24459465,5.279270024,6.803286772,3.21331454,0.001733421,0.565960824,0.191276414,53.51683559,44.01557942,62.99126979,53.15633642,27.29589425,60.68876622,0,46.20841966,36.96698122,46.36097066,0,35.63233646,12.96251983,100
19,0.274663065,3676.293411,4437.465886,9.261765257,32.45847857,47.38994899,2799.842825,64.75646575,122.9124348,0.373983227,92.36306395,48.20561812,2705.138772,24.94753672,49.04687263,3332.657381,22.80710061,66.73864855,-1.062468302,270.8205994,102.5971315,92.5770036,31.25582599,15.46929383,18.66407465,5.925919057,16.8896744,4.001316469,31.7974731,22.52310756,13.28959039,0.89126352,16.33352078,5.280849047,6.81949351,3.334039818,0.024011179,0.565510192,0.190743277,53.26753486,44.46687874,62.99812741,53.11037703,27.01662086,60.72386175,0,46.02806291,36.96289205,46.32668716,0,35.71628908,11.33699227,100
20,0.279456941,3651.505663,4413.166078,9.292125896,32.32566224,47.29698727,2800.107958,65.14222221,122.9161625,0.371814793,92.33723239,47.0862042,2704.845342,25.11905705,48.29723843,3332.374736,22.93958495,66.73576398,0.227526373,270.8424261,102.5748086,92.52154403,32.37891033,15.45002769,18.59618005,6.27612391,16.71807627,3.963038831,31.81395987,22.59266069,12.8722163,0.814783007,16.35851584,5.259611349,6.782973894,3.296903125,0.024011179,0.565510192,0.190743277,53.26753486,44.46687874,63.03131255,53.07948573,27.47698606,60.81377005,0,45.94499698,36.95811765,46.30678411,0,35.63805288,13.33750224,100
21,0.273497359,3650.007717,4436.626506,9.30726286,32.31901794,47.54302472,2799.851676,64.34750487,122.8943977,0.3695279,92.28951665,48.74899702,2703.490367,25.13714204,45.69441255,3331.838504,22.86718416,66.7404204,0.163906289,270.613044,102.5791989,92.31590327,31.40824794,15.49226485,18.71470367,6.204420871,16.29799015,3.900336066,31.91000783,22.59177692,12.88631513,0.91449458,16.50499163,5.235680606,6.760133121,3.230008957,0.016504298,0.568226914,0.188490579,54.03931858,44.36368417,63.06636693,53.05771632,26.86637366,60.73478222,0,45.84724248,36.91352905,46.2809861,0,35.80106414,11.31534083,100
22,0.277893451,3648.932868,4457.077004,9.248440661,32.07145474,47.12421557,2799.607255,64.30788773,122.9053626,0.362876335,92.25232531,47.40957861,2703.621198,25.10399805,47.02772057,3331.146663,22.90362672,66.71478811,-0.147638903,270.3587687,102.5822067,92.36826184,31.16620779,15.52492213,18.79276694,5.980944981,16.57838199,3.924986409,32.19346172,22.5711519,12.66417269,0.975478986,16.41248665,5.216903829,6.719660077,3.236729006,0.016504298,0.568226914,0.188490579,54.03931858,44.36368417,63.0219931,53.17402161,27.36339231,60.85972962,0,45.42770044,36.91488261,46.2965125,0,35.65995093,12.90831194,100
23,0.283690792,3666.725627,4455.070896,9.227517639,31.79198879,47.45164634,2800.191496,64.88621135,122.9127259,0.369628746,92.2789012,47.52150759,2703.759286,25.11818504,47.45875492,3332.393901,22.94577719,66.70850655,0.294345058,269.8308801,102.5761797,92.22270206,31.41875601,15.55044517,18.81557955,5.8977027,17.43678455,3.890562457,31.51360554,22.73255816,13.21024033,0.937957655,16.55980011,5.239369872,6.767482951,3.24092815,0.016504298,0.568226914,0.188490579,54.03931858,44.36368417,62.99292548,53.23073843,27.96695198,60.8431231,0,45.56455247,36.89249537,46.29399186,0,35.77249688,13.08598785,100
24,0.286538186,3678.13734,4436.832527,9.288236892,31.77676904,47.26730246,2801.526318,65.24322417,122.9085328,0.370467374,92.33752701,49.34681059,2705.48683,25.0686649,46.17126316,3333.96679,22.53049797,66.67422478,3.041689744,270.3808294,102.5809399,92.55520172,31.46559925,15.70023642,18.68638535,6.010580706,16.94377729,3.940362832,31.72322351,22.41767251,13.14360623,0.877519158,16.53945564,5.233772163,6.675486985,3.237305272,0.00704765,0.567305287,0.185497938,53.41690189,43.32135053,63.00581345,53.18941943,28.18148514,60.79191595,0,45.79950119,36.86747684,46.27745696,0,35.61508736,12.81703066,100
25,0.28705248,3674.791341,4490.216074,9.258732959,32.10654624,47.42963382,2800.263231,65.4598645,122.9095586,0.371541991,92.26358826,49.27609649,2704.87035,25.11353725,45.86920329,3333.446844,22.83967133,66.67007074,1.025513109,270.4250624,102.566885,92.39020558,31.53677398,15.56877083,18.97322399,5.835261761,16.86564948,3.857586412,31.9768976,22.62120888,13.42010951,0.931108641,16.10041631,5.220394009,6.698169815,3.349798383,0.00704765,0.567305287,0.185497938,53.41690189,43.32135053,63.05423033,53.16193756,28.16986942,60.77935282,0,46.2387413,36.85972645,46.23901958,0,35.60675114,15.07395496,100
26,0.289837491,3670.444184,4413.170856,9.240646926,32.02031292,47.31678545,2800.804893,65.15960514,122.9246439,0.375273221,92.27213333,47.05574787,2705.151741,25.19760849,46.6268129,3332.759583,22.5240208,66.64626969,-1.738093034,270.2614623,102.5497825,92.37642524,31.63620298,15.55049199,18.25164566,5.87026027,17.09127619,3.867555803,31.85603205,22.57869368,13.1891102,0.951881918,17.19872881,5.190921872,6.827197188,3.17540835,-0.012187024,0.573958601,0.179298548,53.57756198,44.22448545,63.0942982,53.15152861,28.50464504,60.76647589,0,46.42446839,36.86285054,46.2525943,0,35.74463775,14.67983234,100
27,0.280115192,3649.016811,4427.046182,9.339867313,31.934414,47.53681131,2801.075954,65.2099966,122.9156569,0.375859875,92.24574617,48.1007367,2705.171043,25.02290973,45.51823781,3332.653637,22.9820352,66.61508902,-1.233066004,270.1167687,102.5377434,92.4600059,31.2908459,15.36424145,18.69095895,5.997842235,16.86591335,3.821226707,31.34621363,22.64856626,13.10257603,1.130027866,16.17058895,5.154217772,6.830169858,3.234394312,-0.012187024,0.573958601,0.179298548,53.57756198,44.22448545,63.10983908,53.17601071,27.78073644,60.9790273,0,46.53620672,36.8773016,46.26767771,0,35.68189288,11.44606262,100
28,0.286060781,3639.508569,4454.148682,9.298603874,32.30630898,47.55803117,2800.63795,64.08886056,122.8931597,0.380488866,92.23209893,46.69353688,2705.042484,25.15908605,47.21003528,3333.4144,23.05151481,66.62345727,-1.091811911,269.6902497,102.5411726,92.2585984,31.45721166,15.48476698,18.99206537,6.177595002,16.85995503,3.867145645,31.93231541,22.62948771,13.12063293,0.844506445,16.29688216,5.10545029,6.786964736,3.269738638,-0.012187024,0.573958601,0.179298548,53.57756198,44.22448545,63.10374682,53.19155909,28.1640046,60.89486526,0,47.03834928,36.86621791,46.22074591,0,35.68257132,14.92626419,100
29,0.291197657,3686.496901,4441.454709,9.216083307,32.10313454,47.18346179,2799.889518,64.6005147,122.8987403,0.385982712,92.21733869,49.23637024,2704.986092,25.0483583,44.80139642,3332.074933,22.81858606,66.61442066,-1.005686335,270.5612841,102.569314,92.34123784,31.46058267,15.54897039,19.1069607,6.069493638,16.92755257,3.844736538,31.65129852,22.62857494,12.09471662,0.870232587,16.51990721,5.097173494,6.72421136,3.229166457,0.011812438,0.579759439,0.166942796,54.3701819,44.39409269,63.06970908,53.2516778,28.67307881,60.77016446,0,47.2866584,36.86199007,46.18033693,0,35.85550715,13.07349403,100
30,0.297721163,3633.609673,4449.478153,9.319742863,31.87338514,47.25675006,2799.904709,64.49152195,122.9096059,0.384896125,92.25842094,47.97285323,2705.194527,24.89327816,46.25951058,3332.847519,22.90876402,66.6376854,-1.040495989,270.2380022,102.5617206,92.25851175,31.16836394,15.52331449,18.90970387,6.139162753,17.29130293,3.822206454,31.62872893,22.90879749,13.32525016,0.949876266,16.78776019,5.099879446,6.67921486,3.235422679,0.011812438,0.579759439,0.166942796,54.3701819,44.39409269,63.05153771,53.34594375,29.17040803,60.7808818,0,47.29289491,36.88247911,46.20628425,0,35.64781458,11.51491399,100
31,0.302026024,3646.752407,4484.229961,9.213021011,32.08808694,47.31863497,2801.052944,64.79926627,122.9023742,0.383553246,92.26028898,48.28582195,2705.683224,24.86901259,44.79356965,3333.443807,22.64267842,66.61127825,-0.167534051,270.4316227,102.5517798,92.43501301,31.47577366,15.64026235,18.68148952,5.984937344,16.6775162,3.817979862,31.09311678,22.70040888,12.85759599,0.982294161,16.87020837,5.104156944,6.776713491,3.256549537,0.00787761,0.575022588,0.167804924,54.32667376,44.31317624,63.01883913,53.41890817,29.50128774,60.87770364,0,47.38058034,36.88939268,46.22477004,0,35.77091148,14.20797539,100
32,0.297420477,3662.127206,4461.753242,9.211804776,31.70677542,47.45811803,2801.7075,64.86785532,122.9198926,0.38741426,92.22442839,47.12649917,2705.851179,24.98392219,44.51832044,3333.693168,22.57258705,66.56873199,-0.882236003,270.1641666,102.5715661,92.43177119,31.57700637,15.63777536,18.53791072,5.974047414,16.88424544,3.843577275,31.40035887,22.54230963,12.97186348,0.942074332,16.6923782,5.061408314,6.683623873,3.237488437,0.00787761,0.575022588,0.167804924,54.32667376,44.31317624,62.98952228,53.41562757,29.25125752,60.91029034,0,47.71836276,36.86406283,46.19018844,0,35.74128487,13.02701668,100
33,0.294459733,3655.831155,4470.901227,9.3297805,32.18065429,47.59571524,2802.378559,64.18512471,122.9272997,0.390361841,92.31485675,47.65096178,2707.125578,24.92525177,43.92589004,3335.213595,22.90692206,66.56061957,-1.175837635,270.3791488,102.5366784,92.59460314,31.87936114,15.59219348,18.70610882,6.051831973,17.00249174,3.805191194,31.2574537,22.7294764,13.34883718,0.965976877,16.25444927,5.062247044,6.819887215,3.269528993,0.00787761,0.575022588,0.167804924,54.32667376,44.31317624,63.02022893,53.45493641,28.90204635,61.03774368,0,48.3385581,36.87935598,46.21890843,0,35.74183269,12.46313858,100
34,0.292812369,3643.500933,4447.558364,9.273982893,32.15655736,47.01344407,2801.221816,64.53777387,122.8984013,0.394961143,92.22883214,48.10121016,2705.69776,24.95218266,41.9707965,3334.258648,22.74029888,66.5609482,0.325834651,270.880384,102.5472242,92.53883504,31.83164053,15.3959697,18.69916157,5.948388227,16.97119781,3.789268708,31.75455537,22.88879871,13.19278612,0.873305563,16.14854958,5.053544548,6.737196719,3.19718258,0.025452921,0.581246486,0.183556241,54.32475917,43.8942815,63.01038618,53.45109325,28.69860971,60.93449831,0,49.2481565,36.87482604,46.1562495,0,35.75097758,12.32696982,100
35,0.290814353,3644.585964,4475.843345,9.296033708,32.02228299,47.36118096,2800.877845,64.90528827,122.8955747,0.402947792,92.15413207,48.58863206,2704.888734,24.97169489,42.95273107,3333.076385,22.84856192,66.54684682,1.561492062,270.0491958,102.5717485,92.30328211,31.54681543,15.7021917,19.09941933,5.961441372,17.12969733,3.758593079,31.48644349,22.90911235,13.00848134,0.808357645,16.58467483,5.006799673,6.809021137,3.262628034,0.025452921,0.581246486,0.183556241,54.32475917,43.8942815,63.02669096,53.48401685,28.63948539,60.95860247,0,49.5027401,36.85959941,46.14735704,0,35.64357915,11.96458172,100
36,0.296417058,3686.128137,4446.334042,9.188390947,32.16747597,47.23212696,2800.164822,64.74630631,122.906392,0.398916747,92.1723587,47.05979797,2704.423245,24.98970773,42.92785735,3332.470741,22.82473845,66.55342098,1.25017499,270.3103029,102.5519918,92.48269341,31.32704152,15.61892645,18.83066485,5.991000572,16.76693048,3.724367781,31.71183842,22.86983954,12.94626839,0.910459136,16.74024055,4.995501671,6.803007766,3.291567848,-0.004060391,0.570609424,0.189428578,53.5711307,44.15015666,63.03014218,53.49384426,29.33423194,60.84784614,0,49.53914019,36.89188636,46.14751792,0,35.66598737,11.70191564,100
37,0.301617945,3648.662236,4471.697507,9.383155454,32.04757041,46.84497284,2799.204554,64.96975944,122.8925084,0.402349608,92.13305448,47.32362253,2704.157688,24.8695874,44.18508645,3331.949418,23.01138916,66.53539375,0.578658488,270.2542646,102.5529004,92.23732223,31.49410265,15.62572113,18.5139556,6.157496464,16.83565631,3.743711494,31.73878554,22.7090648,13.1767245,0.929354267,16.20857674,5.020325654,6.740982815,3.231098074,-0.004060391,0.570609424,0.189428578,53.5711307,44.15015666,63.1082911,53.39250142,29.61969169,60.98754553,0,49.30596709,36.90008854,46.14800276,0,35.83714934,10.59696363,100
38,0.299334652,3671.776582,4440.596925,9.268388478,31.96465853,47.20110446,2799.953194,64.84468404,122.9131703,0.396096328,92.16124388,47.36247138,2704.863269,25.04753683,44.33713435,3333.404567,22.85117028,66.55680502,1.919722081,270.1693165,102.515349,92.2347136,31.39606611,15.60920379,19.15745096,6.019936215,17.43191941,3.695526718,31.46287316,22.95906187,12.66539814,0.988115248,16.57050038,4.972468243,6.787761037,3.245946824,-0.004060391,0.570609424,0.189428578,53.5711307,44.15015666,63.14780778,53.36403695,29.3080984,61.08836696,0,49.36564066,36.8776875,46.13532387,0,35.92035139,11.54752973,100
39,0.30564363,3641.981098,4456.486172,9.233502359,32.05576585,47.26706914,2798.659125,65.22729209,122.8955059,0.400937422,92.10697096,48.9933237,2704.040678,24.8857575,40.77840914,3331.39725,22.82354315,66.53196459,0.700414104,270.8580713,102.5507473,92.39925082,31.38031912,15.48834729,18.23292126,6.208444697,17.24943772,3.691231812,32.05344655,22.82771141,12.86435007,0.889835544,16.49602198,4.968445521,6.66587345,3.296840006,-0.00093926,0.569536089,0.161274421,54.77965862,44.67658957,63.12721095,53.49145134,30.03715444,60.92285362,0,49.20812373,36.89258112,46.1356736,0,35.73413173,12.6053976,100
40,0.297857654,3654.148668,4448.603341,9.289733007,32.17910436,47.45655368,2799.709656,65.6121587,122.8860153,0.399698071,92.10389386,48.00425686,2704.51794,24.96602196,42.69833589,3332.036659,22.90545296,66.54520539,-0.04836232,269.8739036,102.5106294,92.20074955,32.11555523,15.70880387,18.32441875,6.057067535,16.80671133,3.657878082,31.39140908,22.81937308,12.82109848,0.744205034,16.6264057,4.974646896,6.672214191,3.211259594,-0.00093926,0.569536089,0.161274421,54.77965862,44.67658957,63.0534028,53.58525202,29.3753283,61.24711219,0,49.1054708,36.8901678,46.11958832,0,35.80183135,12.6036542,100
41,0.289985304,3677.807009,4492.900492,9.232525507,32.53644594,47.05978188,2801.1419,64.04565067,122.9031706,0.401566635,92.17474077,49.19122844,2705.701654,24.99748842,43.26855403,3333.859037,22.82276121,66.51910272,-0.003799623,270.4817214,102.5095652,92.23431432,31.4221491,15.52088944,18.47486966,6.010080479,17.30222157,3.672193489,31.40458753,22.656722,12.87814493,0.907218638,16.82274063,4.91049074,6.752416717,3.239905742,0.00991375,0.56946572,0.180699133,54.34342689,43.78446757,63.02528815,53.65780238,28.59973653,61.11130472,0,49.5714151,36.92094698,46.11994661,0,35.93593201,13.79649944,100
42,0.291624134,3671.137278,4481.812308,9.44533566,32.03370988,46.98472813,2801.330607,66.19016705,122.8857708,0.403424422,92.13245131,48.42747492,2705.395414,25.06593202,43.97300684,3333.352009,22.97257626,66.52655317,0.143837824,270.2555774,102.5270473,92.36613139,31.35960966,15.69707874,18.77813822,6.073808782,16.79930025,3.63722176,31.51098368,22.85985946,13.57273292,1.027062511,16.76980635,4.92209391,6.717644846,3.203174061,0.00991375,0.56946572,0.180699133,54.34342689,43.78446757,63.0511935,53.6489497,28.828214,61.2103189,0,50.03890467,36.92417301,46.14237445,0,35.80715907,14.46079595,100
43,0.297929595,3652.65965,4492.565351,9.386548726,32.3210698,47.52632234,2800.613783,65.42586661,122.8841707,0.406085184,92.13803251,47.97072285,2704.927319,25.28252056,42.80267231,3333.589776,22.97429778,66.48667851,0.768220767,270.4779188,102.5036954,92.32698083,32.0702359,15.6389863,18.36019231,6.119526988,17.01849664,3.633716512,31.75536523,22.78446109,13.08499222,1.056377916,16.51124894,4.892748409,6.776995297,3.280568975,0.00991375,0.56946572,0.180699133,54.34342689,43.78446757,63.06460752,53.62544766,29.3976284,61.09520814,0,50.11235926,36.9431492,46.11873977,0,35.87446045,12.82560685,100
