Unnamed,XMEAS1,XMEAS2,XMEAS3,XMEAS4,XMEAS5,XMEAS6,XMEAS7,XMEAS8,XMEAS9,XMEAS10,XMEAS11,XMEAS12,XMEAS13,XMEAS14,XMEAS15,XMEAS16,XMEAS17,XMEAS18,XMEAS19,XMEAS20,XMEAS21,XMEAS22,XMEAS23,XMEAS24,XMEAS25,XMEAS26,XMEAS27,XMEAS28,XMEAS29,XMEAS30,XMEAS31,XMEAS32,XMEAS33,XMEAS34,XMEAS35,XMEAS36,XMEAS37,XMEAS38,XMEAS39,XMEAS40,XMEAS41,XMV1,XMV2,XMV3,XMV4,XMV5,XMV6,XMV7,XMV8,XMV9,XMV10,XMV11,XMV12
14,0.269407093,3657.89409,4437.122464,9.235356458,32.25956424,47.1371564,2800.132491,64.99160584,122.9128947,0.206837507,91.95623644,50.99255936,2703.748713,25.20071516,48.12543345,3331.107992,22.93056347,66.6475135,-0.05440514,273.3649375,102.4827039,92.24725737,32.11349806,14.78060339,19.03367916,5.928295695,16.45297066,4.064544927,32.60789783,21.73604851,12.88900142,0.889167747,16.36203517,5.402492284,6.597615595,3.271315049,0.011583803,0.571565138,0.190213022,53.73006821,44.75555407,62.87661269,53.18707244,26.58304061,60.50194032,0,25.21837322,37.26112018,46.41455475,0,35.9265483,8.763700984,100
15,0.273803328,3634.096209,4429.191052,9.156974386,32.73268447,47.84064669,2800.462268,65.14858019,122.9053315,0.208520751,92.05081367,48.87571945,2704.826389,25.29211675,50.8036432,3333.556021,22.94096769,66.67174137,-0.933103535,273.1467827,102.4639903,92.34160566,32.17436887,14.85907273,18.77329128,5.9415251,16.50504176,4.073765298,32.53598322,21.7332396,12.85957931,0.856155578,15.71175872,5.400470903,6.56228643,3.289159974,0.011583803,0.571565138,0.190213022,53.73006821,44.75555407,62.91092929,53.19251139,26.98943002,60.45312356,0,25.53098294,37.21634983,46.44365062,0,35.96728102,13.78334366,100
16,0.274234412,3645.749376,4464.987396,9.254509308,32.19942618,47.90013027,2800.781241,64.99702876,122.8996048,0.210550824,92.05599477,49.73788912,2705.159741,25.23663569,49.72291587,3333.108198,22.88345775,66.67879243,0.152590413,272.8485717,102.4279386,92.41128364,31.87256924,14.80716926,19.17822444,6.085069785,16.25101672,4.078558802,33.04993442,21.68934152,13.74534404,0.91624952,15.77048201,5.442615585,6.622479487,3.200193767,0.001576642,0.564282557,0.194495337,53.43475758,44.10554688,62.93375744,53.17369987,26.87702249,60.57291507,0,25.80485767,37.22483309,46.48494604,0,36.10016481,12.37573365,100
17,0.281044552,3652.560341,4394.341683,9.194050062,32.67459382,47.56820214,2799.620746,65.16574537,122.8967638,0.215288236,92.00896145,50.39973012,2704.528686,25.40594299,50.02584456,3332.040554,22.90951225,66.68429504,1.006767363,272.7177642,102.4602352,92.26391822,32.47048859,14.74564478,18.86961043,5.877134174,16.1797888,4.071049272,32.7291804,21.71108309,13.1569186,1.001509569,15.89835059,5.379956367,6.697832099,3.230242986,0.001576642,0.564282557,0.194495337,53.43475758,44.10554688,62.9515452,53.09510057,27.52150545,60.41548633,0,26.0539385,37.23386753,46.426412,0,36.07466616,12.22792046,100
18,0.277566299,3669.280293,4420.759458,9.305519756,32.312485,47.95078826,2800.06119,64.85174204,122.8797415,0.211369654,92.03546313,48.35898103,2704.005241,25.3520217,48.56569347,3331.602997,23.07136343,66.69410929,-0.273751193,272.9519707,102.448859,92.38224789,32.46029395,14.91492011,18.74706574,5.901243075,16.4542691,4.026125871,32.88075154,21.77514125,13.44985859,0.79298493,16.00428591,5.39582693,6.743923219,3.203861093,0.001576642,0.564282557,0.194495337,53.43475758,44.10554688,62.98700021,53.11254249,27.12673186,60.48432026,0,25.70087803,37.20668699,46.46867148,0,35.93465468,13.1310888,100
19,0.272116648,3675.89726,4432.952436,9.228581767,32.78742583,47.68007715,2799.213538,64.92016378,122.9120436,0.208893115,92.07669025,49.84913426,2704.489553,25.11769529,50.7505254,3331.735661,22.8252169,66.67601609,-1.062468302,273.3235657,102.4664876,92.50784856,31.80911432,14.88714433,18.8346927,5.881514131,16.71971334,4.104907231,32.58847434,21.71964894,13.53620641,0.863951614,16.06984002,5.411679157,6.755189922,3.32434731,0.023837757,0.564072829,0.195658837,53.15114697,44.59236292,62.99127126,53.05606996,26.76511526,60.50601959,0,25.39456718,37.22374138,46.44563839,0,36.01413496,11.50150676,100
20,0.275847942,3650.930419,4407.709218,9.257160664,32.66916128,47.59958583,2799.645027,65.28697879,122.9156594,0.206162542,92.0524036,48.84978496,2704.347001,25.30348974,50.28793881,3331.623117,22.96121857,66.68116239,0.227526373,273.4635423,102.4458415,92.46814111,32.96208435,14.85746489,18.7566484,6.228643878,16.53193543,4.078588036,32.64914265,21.76970129,13.107281,0.785925884,16.07203984,5.405338897,6.714692845,3.287501691,0.023837757,0.564072829,0.195658837,53.15114697,44.59236292,63.02131862,53.01392902,27.12068719,60.58425716,0,25.23003866,37.23848468,46.43722934,0,35.93215119,13.49967589,100
21,0.268948589,3649.129153,4430.31175,9.269971036,32.67532547,47.85590752,2799.488837,64.47044097,122.8937055,0.203473917,92.0108368,50.62014909,2703.08308,25.334731,47.98922001,3331.183959,22.8925791,66.69691245,0.163906289,273.3406438,102.4521108,92.27946876,32.01955987,14.89016626,18.86395967,6.154105209,16.09593947,4.028107499,32.78701751,21.75071607,13.10814334,0.884270295,16.1963604,5.396742001,6.688827802,3.22133135,0.01631255,0.566596239,0.195136568,53.88548976,44.52840376,63.0511132,52.98189755,26.41777503,60.48995455,0,25.07029684,37.21144649,46.42295222,0,36.0899193,11.47555798,100
22,0.272103463,3647.870527,4449.484464,9.209452673,32.43892052,47.44561912,2799.298923,64.4070212,122.904635,0.19632929,91.98279856,49.37492619,2703.262581,25.31353303,49.64060911,3330.539161,22.93296489,66.68531433,-0.147638903,273.1812445,102.4572533,92.35055805,31.80373344,14.91400392,18.93014579,5.928120771,16.36068149,4.065186381,33.10994714,21.71279126,12.87148633,0.943915439,16.08228975,5.393591224,6.646684299,3.229339413,0.01631255,0.566596239,0.195136568,53.88548976,44.52840376,63.00361114,53.08282572,26.79231853,60.60376796,0,24.58549218,37.22836433,46.45011188,0,35.94396747,13.06296381,100
23,0.276564318,3665.334195,4446.388738,9.186678522,32.16904597,47.7796812,2799.902645,64.96086261,122.9119139,0.202550372,92.02190485,49.5662506,2703.42079,25.33818884,50.40045273,3331.795889,22.97926654,66.69423153,0.294345058,272.7376883,102.453319,92.22229326,32.08085095,14.93112797,18.940354,5.842518891,17.20398112,4.043446962,32.46682372,21.85771492,13.40195342,0.905127887,16.20910215,5.432014597,6.693938943,3.235267125,0.01631255,0.566596239,0.195136568,53.88548976,44.52840376,62.96883228,53.1265262,27.26428052,60.57498768,0,24.64775921,37.21911561,46.45915118,0,36.05127438,13.23667401,100
24,0.278089424,3676.424575,4426.865012,9.245372814,32.16287215,47.60035842,2801.226076,65.29320114,122.907772,0.202733368,92.09346823,51.45727864,2705.140525,25.29759794,49.44856182,3333.340057,22.56825549,66.67630173,3.041689744,273.3641005,102.4605116,92.57852326,32.15026985,15.07297721,18.79833215,5.953316189,16.69639768,4.106013516,32.71055845,21.52720668,13.31894681,0.843575859,16.1692946,5.442692755,6.602150773,3.233615542,0.006833257,0.564881654,0.193769764,53.22583121,43.52569143,62.97623838,53.06971142,27.34878215,60.51050403,0,24.78822429,37.20481213,46.45392667,0,35.88892935,12.95430491,100
25,0.277259054,3672.736844,4478.910533,9.213833229,32.50025592,47.76619379,2799.917591,65.48613075,122.9087051,0.202873228,92.03411156,51.43650886,2704.484788,25.3496645,49.48548721,3332.755692,22.88180446,66.68958913,1.025513109,273.4765466,102.4488932,92.43240515,32.24192449,14.93396805,19.07219089,5.776181108,16.60436413,4.036162702,32.99543057,21.71599188,13.57864113,0.896228097,15.71187396,5.445820018,6.625801654,3.348315841,0.006833257,0.564881654,0.193769764,53.22583121,43.52569143,63.01871883,53.02626766,27.20485604,60.48458361,0,25.10680925,37.20532871,46.42647225,0,35.87465167,15.1994921,100
26,0.27861581,3667.929539,4400.651213,9.193839947,32.42059777,47.65570842,2800.41922,65.16337167,122.9237663,0.205428294,92.05824376,49.25275417,2704.733844,25.43966661,50.58197125,3332.010499,22.57054672,66.68360499,-1.738093034,273.3721559,102.4345951,92.43749871,32.36013905,14.90843728,18.33760596,5.809530881,16.81682825,4.059174869,32.90247729,21.65980928,13.33064553,0.91620869,16.79361925,5.433259921,6.755895788,3.176058316,-0.012428814,0.570170541,0.189046682,53.35294714,44.46508548,63.05083193,53.00134149,27.39903891,60.4591975,0,25.14080879,37.21472626,46.45071788,0,36.00660326,14.79296149,100
27,0.267553488,3646.153027,4412.968443,9.290836262,32.34051604,47.87711834,2800.655537,65.19301495,122.9147434,0.204636127,92.04832118,50.32123498,2704.727213,25.26936665,49.80885054,3331.854454,23.03286986,66.67073638,-1.233066004,273.2802204,102.4252957,92.53983577,32.03182272,14.71527034,18.76391723,5.935694219,16.57888474,4.025965939,32.41911666,21.71618651,13.2271774,1.093526951,15.74937478,5.413385509,6.760740858,3.237246012,-0.012428814,0.570170541,0.189046682,53.35294714,44.46508548,63.06039919,53.00710806,26.54338451,60.65711455,0,25.08347324,37.23320057,46.47626209,0,35.93755572,11.54831805,100
28,0.271941,3636.174097,4438.704662,9.247897368,32.71679611,47.89882615,2800.198134,64.05361621,122.8921825,0.207847782,92.05272508,48.9249448,2704.590934,25.40853493,51.82984629,3332.588211,23.10678844,66.69490081,-1.091811911,272.8972956,102.4310077,92.3514988,32.21352578,14.82917367,19.05219522,6.114061776,16.56121369,4.085093239,33.0289069,21.68442518,13.22835415,0.80728899,15.86094887,5.381739985,6.719576052,3.274738198,-0.012428814,0.570170541,0.189046682,53.35294714,44.46508548,63.04616658,53.00632923,26.77316144,60.56200538,0,25.40665673,37.22393651,46.43930938,0,35.93211976,15.02562443,100
29,0.275508784,3682.688819,4424.531827,9.16352557,32.5176792,47.523918,2799.437035,64.54918793,122.8976452,0.211848825,92.05443247,51.46888258,2704.53126,25.29950465,49.741242,3331.226017,22.87818443,66.70135072,-1.005686335,273.8061621,102.4623017,92.44961187,32.23049612,14.88715988,19.15445367,6.004746769,16.61792121,4.07588494,32.76928861,21.67135798,12.18588462,0.832384752,16.07031766,5.390613609,6.659185357,3.236248582,0.011541009,0.574253198,0.178058567,54.11884451,44.66393437,63.00401203,53.04867286,27.12787448,60.42515173,0,25.4654611,37.21976831,46.40814097,0,36.09758457,13.16463438,100
30,0.280432652,3629.316543,4431.06321,9.265334554,32.2921145,47.5960611,2799.454456,64.42632763,122.9085652,0.209224827,92.11106678,50.19799764,2704.754583,25.14536135,51.50793151,3331.988317,22.97252522,66.73883296,-1.040495989,273.5182832,102.4578307,92.38492779,31.95028986,14.85552928,18.94496604,6.07330499,16.97142562,4.066674359,32.76605906,21.93998304,13.40014844,0.911416101,16.32532248,5.410485294,6.616933046,3.244582556,0.011541009,0.574253198,0.178058567,54.11884451,44.66393437,62.97745654,53.12512373,27.46782388,60.4237385,0,25.27693089,37.23920325,46.44294142,0,35.88321498,11.59534432,100
31,0.283085746,3641.899211,4464.43535,9.156837767,32.50985967,47.65629867,2800.610973,64.7225506,122.9011382,0.206373691,92.12661673,50.49534091,2705.259609,25.12087685,50.33734281,3332.585706,22.71042027,66.72651697,-0.167534051,273.7383109,102.4516587,92.57550015,32.26827419,14.96692163,18.70501873,5.918010124,16.348044,4.075800626,32.24745494,21.72083407,12.91687176,0.94334133,16.39598364,5.432134757,6.716928179,3.267495476,0.007577239,0.567710809,0.180215493,54.05683876,44.60358874,62.93509862,53.18159035,27.63609285,60.50888791,0,25.18137121,37.24363146,46.46989022,0,35.99716727,14.27486456,100
32,0.276945084,3656.771886,4440.410246,9.153634966,32.13102257,47.79354691,2801.288283,64.78185781,122.9185342,0.208864076,92.10413199,49.31340637,2705.458136,25.23453748,50.34238664,3332.851654,22.64416653,66.6970335,-0.882236003,273.4924559,102.4752849,92.58387995,32.37847995,14.95934596,18.55022906,5.906224006,16.54583241,4.114765628,32.56916588,21.55295046,13.01617857,0.902674038,16.20753964,5.406832715,6.626156617,3.250007195,0.007577239,0.567710809,0.180215493,54.05683876,44.60358874,62.89715968,53.15974329,27.23528051,60.52848058,0,25.35676678,37.21429585,46.44332691,0,35.95843951,13.08337285,100
33,0.27245123,3649.909051,4448.131339,9.269685102,32.60672827,47.9282868,2801.998787,64.09180216,122.9259148,0.2106259,92.2077242,49.81038453,2706.780546,25.17430381,50.01351321,3334.406797,22.98220938,66.69900723,-1.175837635,273.7220314,102.4442977,92.75897237,32.68816515,14.90914283,18.70785781,5.983188929,16.6558707,4.089623562,32.43883037,21.73104836,13.37910526,0.926338868,15.75963784,5.425042768,6.764550869,3.283302349,0.007577239,0.567710809,0.180215493,54.05683876,44.60358874,62.91809301,53.18199162,26.7351799,60.6432638,0,25.82449575,37.22512508,46.47979873,0,35.95013436,12.5115122,100
34,0.269299098,3637.003794,4423.343493,9.212057974,32.58342343,47.34254254,2800.873007,64.43912345,122.8968593,0.214180482,92.13352431,50.22771489,2705.388932,25.19854295,48.30467884,3333.479403,22.81917594,66.70848761,0.325834651,274.2314198,102.4592389,92.71019178,32.64634704,14.70862965,18.69090933,5.879045741,16.61706507,4.086884543,32.94648475,21.88178497,13.20989395,0.833405849,15.64474243,5.433530202,6.68403066,3.212046368,0.025126328,0.57220078,0.197245659,54.04458536,44.19637587,62.89836457,53.16082571,26.38379261,60.52804413,0,26.60424497,37.21466685,46.42418348,0,35.94889472,12.36780591,100
35,0.265740764,3637.50445,4450.187547,9.232357491,32.44969298,47.68633157,2800.578465,64.80252826,122.8940044,0.221208291,92.0715397,50.67970054,2704.636032,25.2152946,49.51420193,3332.342171,22.93077054,66.70344155,1.561492062,273.4049444,102.4881194,92.48333521,32.36606784,15.01079445,19.08179279,5.891489794,16.76873435,4.069396083,32.68630647,21.89436595,13.01319664,0.768301982,16.07291041,5.404086891,6.757868173,3.278481971,0.025126328,0.57220078,0.197245659,54.04458536,44.19637587,62.90459921,53.17652199,26.17110834,60.54067162,0,26.74203205,37.19338383,46.42172912,0,35.83138315,12.00349416,100
36,0.26964225,3678.434608,4419.29103,9.123264751,32.59420954,47.55268101,2799.916835,64.64083451,122.9046801,0.216422532,92.10090601,49.11298945,2704.226775,25.23015421,49.69829042,3331.788169,22.91015204,66.71567339,1.25017499,273.6603571,102.4729296,92.66895363,32.14967625,14.92371164,18.80434171,5.920467156,16.39966599,4.048278108,32.91873796,21.84737639,12.93959131,0.870177803,16.22101153,5.409776462,6.753888491,3.308163371,-0.004405682,0.560093528,0.204396548,53.2881924,44.45577562,62.89750987,53.16975081,26.69832262,60.42040417,0,26.68275645,37.21903917,46.42772375,0,35.84250329,11.73686037,100
37,0.273155084,3640.360245,4443.264578,9.316393259,32.47371826,47.16025348,2799.003626,64.86264852,122.8907013,0.219170804,92.07170104,49.33700798,2704.012962,25.10649455,51.1455399,3331.307198,23.09963284,66.70411882,0.578658488,273.5983335,102.4789973,92.43048925,32.31893098,14.92690865,18.47968386,6.086395687,16.462696,4.08064883,32.95058221,21.67930785,13.15946964,0.888802814,15.68275622,5.451510129,6.694044806,3.248438714,-0.004405682,0.560093528,0.204396548,53.2881924,44.45577562,62.96519229,53.05177219,26.81786681,60.54941331,0,26.37612914,37.22016457,46.43345668,0,36.00190299,10.62649289,100
38,0.269311373,3662.863755,4410.818116,9.199855184,32.38907985,47.51053705,2799.814728,64.73701965,122.9113126,0.212473757,92.11050374,49.33431768,2704.785842,25.28076784,51.46842894,3332.824217,22.94197619,66.72983773,1.919722081,273.4985159,102.4465256,92.43156325,32.22156551,14.90705862,19.11610525,5.948327157,17.05379622,4.045429429,32.67738433,21.9228328,12.63866475,0.947460157,16.03869228,5.420613095,6.742628249,3.263849241,-0.004405682,0.560093528,0.204396548,53.2881924,44.45577562,62.9941979,53.00720539,26.35292403,60.63861957,0,26.38849701,37.19044378,46.4258913,0,36.07325336,11.57748258,100
39,0.273951752,3632.442696,4425.392668,9.163614177,32.47794861,47.57036469,2798.567447,65.11975834,122.8934986,0.217027097,92.06409811,50.9227797,2704.01072,25.11506741,48.06132514,3330.861372,22.9170216,66.70936124,0.700414104,274.166506,102.4875258,92.60051623,32.20498938,14.78321832,18.18544478,6.136432837,16.86677427,4.053891178,33.26923096,21.78499342,12.82945445,0.849032293,15.95884634,5.433336292,6.622506894,3.315123897,-0.001300971,0.557766412,0.177549285,54.49980876,44.97906362,62.96282477,53.11888927,26.91755875,60.46417968,0,26.20580819,37.19797156,46.43079181,0,35.87376584,12.62767718,100
40,0.264661209,3643.985021,4416.218642,9.217963553,32.59847763,47.75277984,2799.670657,65.5053899,122.8840266,0.21563366,92.07040726,49.89071994,2704.545278,25.19133835,50.1133599,3331.548755,23.00097131,66.72642063,-0.04836232,273.1579271,102.452864,92.40452999,32.93784773,15.00078382,18.27163774,5.984764643,16.42024218,4.033166759,32.60592819,21.77054383,12.77929799,0.703390411,16.08476982,5.456152823,6.630582826,3.229946166,-0.001300971,0.557766412,0.177549285,54.49980876,44.97906362,62.87826677,53.19723871,26.10791063,60.77610482,0,26.09974127,37.18791235,46.41875232,0,35.92912082,12.62636754,100
41,0.255480905,3667.034652,4459.232757,9.158918798,32.95221125,47.34836243,2801.140476,63.94033644,122.9012336,0.217566724,92.14868642,51.03428119,2705.771242,25.21868541,50.79665094,3333.402735,22.92037378,66.70167738,-0.003799623,273.7322378,102.4573564,92.44045671,32.24155565,14.80968989,18.41777426,5.937502793,16.91216907,4.060064936,32.61646013,21.60197907,12.83072916,0.866367186,16.27751786,5.408371752,6.712150181,3.258651594,0.009543132,0.556816592,0.198280164,54.07062917,44.07936168,62.83967989,53.25442889,25.20400058,60.62826983,0,26.57499502,37.21079384,46.42296045,0,36.05085639,13.81464274,100
42,0.255542841,3659.723334,4446.940228,9.370463928,32.44519151,47.26519315,2801.339874,66.08681441,122.8837576,0.219463457,92.11239858,50.2269089,2705.477848,25.28287532,51.59512632,3332.897288,23.07202905,66.71177546,0.143837824,273.4674626,102.480472,92.57422821,32.1740485,14.98314746,18.71766121,6.001136539,16.40661986,4.037312646,32.71801963,21.79940933,13.52096942,0.986271084,16.2214695,5.436095779,6.679010062,3.222112939,0.009543132,0.556816592,0.198280164,54.07062917,44.07936168,62.85453698,53.23117692,25.27694197,60.71899648,0,27.05294894,37.20629481,46.44840771,0,35.90886529,14.47164449,100
43,0.260290456,3640.631379,4456.462969,9.310344574,32.72796673,47.79814177,2800.643203,65.32469391,122.8822418,0.222252399,92.12420109,49.72729145,2705.033992,25.4950129,50.49988065,3333.14526,23.07536444,66.67346639,0.768220767,273.6471869,102.4627432,92.53735875,32.87899326,14.92201532,18.29708105,6.046931644,16.62353257,4.046008596,32.95503994,21.71895521,13.03004938,1.015857778,15.9610158,5.422759592,6.739558388,3.299521993,0.009543132,0.556816592,0.198280164,54.07062917,44.07936168,62.85738931,53.19294477,25.69321861,60.5951649,0,27.14670191,37.21705868,46.42694279,0,35.96392484,12.83116,100
